texto,fecha,emocion
"Hay unas ubicadas en Hacienda Cofradía del rosario qué se llaman tortas nuco, y otras que me gustan mucho que están en avenida Juan Pablo II y Hacienda la quemada",23/10/2023 00:00,approval
Las del Tejon calle Huxmal acá por el estadio . Carnita recién echa y salsas riquísima,,admiration
Las del príncipe (afuera de Sears) saludos y provecho!!!,23/10/2023 00:00,admiration
"Las Roberts, las del príncipe heredero (Sears), y hay muchos puestos que no son famosos y que preparan unas tortas riquísimas",23/10/2023 00:00,admiration
Las del Rika con varias sucursales las he pobrobado en Pedro moreno y Chapultepec y están muy BUENAS,23/10/2023 00:00,approval
"Saludos Dr. Lomely. Desde Tomatlan, Jal.",,neutral
"Las del Registro, por Ave. Gpe. a una cuadra de Sta. Teresa",23/10/2023 00:00,neutral
Tortas Beto 👍,23/10/2023 00:00,sadness
Tortas ahogadas hipo 🦛 avenida maestros y panteón de mezquitan 😋🥵,23/10/2023 00:00,neutral
Invite Doctor......ya se me antojaron,23/10/2023 00:00,desire
"Hay variedad de lugares, depende donde vivas aquí por periférico saliendo de San martin después de las vías hay unas muy ricas cuando guste lo invito!!!!",23/10/2023 00:00,approval
"Todas son excelentes, todas tienen su toque personal, saludos.",23/10/2023 00:00,admiration
"Afortunadamente
hay de dónde escoger deliciosas tortas ahogadas, con diferente sazón en la fantástica Guadalajara",23/10/2023 00:00,approval
Las del cartero 👌,23/10/2023 00:00,curiosity
Solo he probado las de tortas Toño.,23/10/2023 00:00,neutral
Tortas Colomos,23/10/2023 00:00,neutral
Tadas las tortas san ricas saludos cordiales doctor Lomeli,23/10/2023 00:00,neutral
"Felicidades Doc, Zapopan es tu casa",23/10/2023 00:00,excitement
Ese es mi 🐓🐓🐓🐓🐓🐓🐓🐓🐓 no ay más ay la yebamos paso aaa pasito pero seguros animooooo saludos desde poncitlan,23/10/2023 00:00,approval
Juntos lograremos un Jalisco mejor con el doctor Lomeli gobernador,23/10/2023 00:00,optimism
Día a día son cientos los que anhelan un aire de cambio para Jalisco.,23/10/2023 00:00,neutral
Se ve que estamos en la misma ruta todas las colonias queremos un cambio de gobierno y con usted Dr Lomeli será una realidad la 4T!!!,23/10/2023 00:00,realization
Por Zapopan y Jalisco Dr Lomeli Nuestro Próximo Gobernador,23/10/2023 00:00,neutral
Felicidades Dr. Todo Jalisco y Tlaquepaque son 4T,23/10/2023 00:00,excitement
Dr.Carlos Lomelí si Puede próximo Gobernador de Jalisco,23/10/2023 00:00,neutral
Tenga mucho cuidado con las encuestas porque la opción de su nombre no permite continuar y no reconoce cuando uno aprieta el dígito hacia su nombre como que alguien lo quiere boicotear,23/10/2023 00:00,caring
"Vamos mí Doc, todo para adelante",23/10/2023 00:00,neutral
Vamos doctor Jalisco ocupó un hombre con usted,23/10/2023 00:00,neutral
"Dr.Lomeli lo esperamos en el fraccionamiento
villa fontana",23/10/2023 00:00,neutral
"Fan destacado
Teresa Arredondo",23/10/2023 00:00,neutral
Dr. Carlos Lomelí SÍ PUEDE!!!,23/10/2023 00:00,neutral
Vamos con Lomelí,23/10/2023 00:00,neutral
Dr. Carlos Lomelí Bolaños ¡SI PUEDE!,23/10/2023 00:00,neutral
Abrazo fuerte dr ..,23/10/2023 00:00,neutral
"Las mejores tortas
Son una delicia y con el mejor aspirante combina perfectamente",23/10/2023 00:00,admiration
Ricas tortas saludos desde Ocotlán Jalisco juntos por Jalisco con el doctor Lomeli y el profe julio en Ocotlán Jalisco,23/10/2023 00:00,joy
Muy ricas con Paty Arceo !!,23/10/2023 00:00,excitement
Vamos por la 4aTJal.y Tlajomulco con ud.Dr Lomeli 🇲🇽💯👍,23/10/2023 00:00,neutral
Muy deliciosas ya tuve la oportunidad de conocer y probar saludos dr Carlos Lomeli,23/10/2023 00:00,approval
buenazas esas tortas!,23/10/2023 00:00,approval
Saludos desde Autlán de Navarro. Un fuerte abrazo Doctor.,23/10/2023 00:00,neutral
Iremos a probarlas un abrazo Lomeli,23/10/2023 00:00,joy
Muy ricas las tortas,23/10/2023 00:00,admiration
Muy ricas las tortas de la bicicleta y las de Robert del colonia la perla,29/10/2023 09:00,admiration
"Riqisimas esas tortas hogadas, provecho Dr Lomelí 👍🏻",23/10/2023 00:00,love
Provecho doctor disfrute esas ricas tortas!!!!,23/10/2023 00:00,joy
Buen provecho Doctor Lomeli mándeme una a Vallarta,23/10/2023 00:00,neutral
Que gusto!! Ya me dio hambre!! 😁😋,23/10/2023 00:00,joy
Buen provecho. Doc.,23/10/2023 00:00,joy
Que rico !!!!!,,love
"Saludos para ambos...
Un abrazo.",23/10/2023 00:00,joy
"Que bien Dr Carlos Lomeli. Me da gusto que que visite colonias, que otros no se toman la molestia. Lo felicito.",23/10/2023 00:00,caring
"Luego nos invita las tortas, mi estimado Doctor!",23/10/2023 00:00,neutral
Muy buenas tortas. Recomendables. Provecho Dr.,23/10/2023 00:00,admiration
Saludos Dr Carlos lomeli y Paty un fuerte abrazo amiga,23/10/2023 00:00,neutral
"Muy bien Dr. Al publo no se le deja de lado, siempre juntos, consumiendo de nuestr barrio",23/10/2023 00:00,admiration
"La transformación está llegando a Jalisco, si se puede, es un honor estar con el doctor.!!¡!",23/10/2023 00:00,joy
Saludos Dr.,23/10/2023 00:00,neutral
Buen provecho y voy por una rica torta. Morena Si Dr Lomeli Nuestro Próximo Gobernador,23/10/2023 00:00,joy
Yo voy x una torta con nuestra amiga Paty saludos desde Ahualulco Jalisco Rafael kdns 👑💯💪,23/10/2023 00:00,excitement
Saludos doc. Acuerdense de cihuatlan todos con morena no mas mentiras todos con lomeli,16/10/2023 00:00,neutral
"Todos Luchemos.Por. El.CambioApolla
ndo Al Doctor Lomeli",16/10/2023 00:00,neutral
Esto está chingon !!!,16/10/2023 00:00,neutral
"En la encuesta Dr. Carlos Lomelí Bolaños es la respuesta, en la encuesta Erika Pérez García es la respuesta",23/10/2023 00:00,neutral
Seguimos creciendo con el doctor Lomeli gobernador juntos por Jalisco,16/10/2023 00:00,approval
Todo el apoyo desde Tonalá Dr. Carlos Lomelí Bolaños con el equipo del Regidor Alejandro Buenrostro,29/10/2023 10:00,neutral
"Orgulloso de pertenecer al proyecto del Dr Carlos Lomelí, estamos seguros que no va fallar!",16/10/2023 00:00,pride
"Edgar Zuñiga y Todo nuestro equipo en Tlaquepaque estamos firmes y a la Orden Gobernador Dr. Carlos Lomelí Bolaños
con Edgar Zuñiga #paqueganetlaque
paque
#LaEsperanzaNosU
ne porque
#ElDrSiPuede y va Gobernar Jalisco.",16/10/2023 00:00,neutral
Tlajomulco está con el Doctor Carlos Lomelí No cabe duda que va a ser nuestro próximo gobernador y desde abajo y con la gente,23/10/2023 00:00,optimism
"Con usted cómo gobernador te debe trasformar Jalisco
Con la dra Claudia México
Y con la Lic Erika Pérez
Tlaquepaque
Que viva la 4T",23/10/2023 00:00,neutral
Tlaquepaque y todo el equipo esta con el Dr. Lomeli,16/10/2023 00:00,neutral
Si a Tu casa llaman ó tocan la puerta Dr. Carlos Lomelí es la RESPUESTA!!!,16/10/2023 00:00,neutral
El equipo de Alberto Alfaro Garcia si está contigo Doctor y juntos lo lograremos.,23/10/2023 00:00,optimism
Todo el apoyo del equipo de Tlaquepaque Dr. Carlos Lomelí Bolaños el mejor para ser el cordinador de la 4 T morena,16/10/2023 00:00,neutral
El pueblo de Jalisco ya decidio! Con el Dr. Carlos Lomelí Bolaños vamos a construir la Transformación de Jalisco ! Lo mejor está por venir!,23/10/2023 00:00,optimism
"Es un honor estar con el doctor, próximo coordinador de la 4T en el estado de Jalisco",23/10/2023 00:00,joy
Ánimo a ganar Doctor!,23/10/2023 00:00,excitement
"Cómo dijo nuestro presidente
Ya vasta de gobiernos corruptos
Hay que ver por la gente vulnerable
Primeros los pobres
Arriba la 4T",23/10/2023 00:00,neutral
💯,23/10/2023 00:00,anger
"Dr Dr. Carlos Lomelí Bolaños ayude al pueblo con lo de la verificación, lo están dejando morir solo, se que andan ocupados con lo de la campaña, pero pongan algo para que la gente acuda con ustedes, gracias por la atención prestada",23/10/2023 00:00,gratitude
Estoy al 100 con usted Dr. Lomeli prometa una cosa quite la verificación y tiene ganada la gobernatura,23/10/2023 00:00,neutral
Por Tlaquepaque y Jalisco Morena Si Dr Lomeli Nuestro Próximo Gobernador,16/10/2023 00:00,neutral
Primero Los pobres,16/10/2023 00:00,neutral
Excelente DC Dr. Carlos Lomelí Bolaños Bendiciones saludos 🤗,16/10/2023 00:00,admiration
eso es todo mi doc si se puede ay vamos paso a pasito pero seguro ánimo saludos desde poncitlan,16/10/2023 00:00,approval
Felicidades para las Mujeres SI por la 4T en Jalisco Dr Lomeli Nuestro Próximo Gobernador,16/10/2023 00:00,excitement
Todo el Apoyo al Dr. Carlos Lomelí mucho Éxito a seguir trabajando por Jalisco,23/10/2023 00:00,approval
Excelente Dr. Carlos Lomelí Bolaños se seguimos trabajando apoyando por el regidor Alejandro Buenrostro desde Tonalá,16/10/2023 00:00,admiration
DR LOMELI NUESTRA ESPERANZA FUTURO GOBERNADOR SALUDOS,23/10/2023 00:00,neutral
Por la salud de las mujeres de Jalisco con el doctor Lomeli apoyo total para gobernador de Jalisco,23/10/2023 00:00,neutral
Por la salud de las mujeres Dr Carlos Lomelí apoyo total para nuestro próximo gobernador,,approval
la salud de los mexicanos es muy importante exelte labor .apoyo total para el Dr. Carlos lom|li,,caring
Por la Salud de las Mujeres Morena Si Dr Lomeli Nuestro Próximo Gobernador,16/10/2023 00:00,neutral
Feliz cumpleaños Que tenga un excelente día un abrazo muy fuerte y que se la pases súper increíblemente,,excitement
Estamos con usted éxito Dr.lomeli,,neutral
Por Jalisco y Morena la 4T y el Movimiento de transformación 👍👍👏,,sadness
"Por su compromiso con Jalisco, con el, la 4T y Morena al 100 👍👍👏👏",,admiration
Felicidades por su día doctor lomeli feliz día del medico,23/10/2023 00:00,joy
"Detección oportuna, es vital",23/10/2023 00:00,neutral
"Fan destacado
Carmelita Casillas",,neutral
🇲🇽💯👍,23/10/2023 00:00,approval
Viva la4t,,neutral
Viva la4t,,neutral
BIEN DOCTOR DIOS ESTA CON USTED,16/10/2023 00:00,neutral
"Gran equipo, Claudia y el Dr. Lomelí!💪🏼💪🏼",16/10/2023 00:00,admiration
"Estamos al millón con ustedes Dr. Carlos Lomelí Bolaños Claudia Sheinbaum Marta Arizmendi estamos trabajando por un verdadero cambio en nuestro estado,en Tonalá y darle continuidad a nuestro bello país",16/10/2023 00:00,admiration
Jalisco también es México y todos unidos no nos pueden vencer. Apoyemos a Lomelí.,,caring
"Como mujer eres inspiración para todas!!! Claudia Sheinbaum
Vamos con Dr. Carlos Lomelí Bolaños
Por nuestro municipio, por las localidades vamos Hay que toparle.",16/10/2023 00:00,admiration
"Es tiempo de la transformación,
Es el tiempo de Jalisco vamos con todo doc, nada nos detener un fuerte abrazo doc",,neutral
"Ya es tiempo de políticos con principios y se respete la voluntad del ciudadano Jalisciense y se escriba la historia con los preceptos de la libertad, la justicia y la Democracia",16/10/2023 00:00,realization
"Esoooo, mi próximo gobernador con la próxima presidenta😉😉😉🙌🏼",16/10/2023 00:00,love
"El Pueblo ya decidió y ya tenemos equipo para defender la Cuarta Transformación en Jalisco, vamos juntos con Dr. Carlos Lomelí Bolaños y Claudia Sheinbaum 🇱🇻
#LomelíPorJalisc
o
#SíPuede",16/10/2023 00:00,approval
Felicidades por su Libro por eso Morena Si por Jalisco Dr Lomeli Nuestro Próximo Gobernador,16/10/2023 00:00,excitement
"Estamos seguros que con tan buen equipo, con mucha historia y sobre todo, mucho futuro, vamos a construir la Transformación de Jalisco 🇱🇻",16/10/2023 00:00,approval
La trayectoria y el trabajo habla #Lomeli para Coordinar los comités de la Defensa de la 4T,16/10/2023 00:00,neutral
👍,16/10/2023 00:00,curiosity
Lo mejor Dr. Carlos Lomelí Bolaños si si yo voy con lomeli,16/10/2023 00:00,approval
Saludos Doctor LOMELI Vamos por El Cambio y Ánimo 👍❤️😃,16/10/2023 00:00,caring
Vamos con todo equipo y familia cajititlan con el dr Lomelí,16/10/2023 00:00,neutral
ánimo gente que hoy es el verdadero cambio todos con el Dr.lomeli,16/10/2023 00:00,neutral
Dr Carlos LOMELI es la Respuesta Si se Puede saludos cordiales,16/10/2023 00:00,neutral
Animo doc,23/10/2023 00:00,neutral
Muy bien Dr Carlos lomeli sigamos así,16/10/2023 00:00,admiration
Seguimos su mando con el doctor Lomeli gobernador de Jalisco,16/10/2023 00:00,neutral
Eso es todo mi doc animo mi futuro gobernador saludos desde poncitlan Jalisco,16/10/2023 00:00,joy
"Ahualulco con Lomeli.Trabajar
,trabajar,con Lomeli",16/10/2023 00:00,neutral
"Usted es el mejor, Dr. Lomeli para regir los destinos de Jalisco.",16/10/2023 00:00,admiration
La 4T llegará a Jalisco. Con el Dr. Lomeli,16/10/2023 00:00,neutral
Saludos Doctor Carlos Lomeli,16/10/2023 00:00,admiration
"Así será, Jalisco esta con Usted. Éxito Dr. Carlos Lomelí Bolaños",16/10/2023 00:00,neutral
El doctor Carlos Lomelí es el más posicionado en Jalisco.,16/10/2023 00:00,neutral
Yo estoy muy agradecido con el apoyo de mi señor jesus k me brindo al poner en mi camino al presidente Manuel lopez obrador mi niña y yo le agradecemos con el corazon,16/10/2023 00:00,gratitude
El Salto y todo Jalisco con usted. El Dr. Lomeli si puede,16/10/2023 00:00,neutral
Todos con el Doctor Carlos Lomelí y desde abajo y con la gente,16/10/2023 00:00,neutral
Cuente con mi amistad y con mi voto doctor Lomelí juntos haremos historia hasta la gobernatura 🫂🫂,16/10/2023 00:00,optimism
"Muchas Felicidades Dr.
Todo Jalisco es Morena y la 4T",16/10/2023 00:00,excitement
Todos con el Dr. LOMELI,16/10/2023 00:00,neutral
Vamos con todo para el 2024 morena si,16/10/2023 00:00,approval
Adelante Dr. Carlos Lomelí Bolaños Tonalá y todo el equipo de Alejandro Buenrostro está con usted,16/10/2023 00:00,neutral
Todos con usted,16/10/2023 00:00,caring
"Con todos los Jaliscienses se logrará un Jalisco diferente, donde tengamos un gobierno amigo y con visión humanista. Ánimo Dr. Carlos Lomelí Bolaños",16/10/2023 00:00,optimism
Si se puede.!!! Ánimo doctor.,16/10/2023 00:00,optimism
Excelente 👌,16/10/2023 00:00,admiration
"Fan destacado
Marisol Vaca",16/10/2023 00:00,neutral
Ánimo Doctor!,16/10/2023 00:00,neutral
"AUTLAN estamos en la lucha por la verdadera transformación de nuestro querido municipio, con el dr, Carlos lomelí lo vamos a lograr.",16/10/2023 00:00,optimism
Viva Jalisco y toda su gente. Nuestro Mariachi mi reconocimiento lo mejor,16/10/2023 00:00,admiration
Orgullo nacional y del mundo viva México y Jalisco con el doctor Lomeli juntos por Jalisco,16/10/2023 00:00,neutral
Saludos dr.Lomeli,16/10/2023 00:00,neutral
Orgullo nacional viva jalisco con el Dr Carlos Lomelí,16/10/2023 00:00,neutral
Orgullo mexicano arriba mexico y el arriba el Dr.lomeli,16/10/2023 00:00,neutral
"El doctor Carlos Lomeli , honestidad y talento, el mejor",23/10/2023 00:00,admiration
"Viva el Mariachi, viva el Dr. Carlos Lomelí nuestro próximo coordinador de los trabajos de la 4T en Jalisco, todo el apoyo desde Tonalá.",16/10/2023 00:00,gratitude
Que hermoso es el arte. Forma de comunicación maravilloso para activar los sentidos 👏👏🌜,16/10/2023 00:00,admiration
Doc dese una bueltita ala plaza marichis está abandonada En San Juan de Diosi mi barrio,16/10/2023 00:00,neutral
Si señor que viva el mariachi orgullo de Jalisco y de México saludos desde Tonalá Dr. Carlos Lomelí Bolaños,16/10/2023 00:00,neutral
Mariachi y tequila arriba el Dr. Carlos Lomelí Bolaños,16/10/2023 00:00,neutral
VIVA y Vamos a rescatarlo Morena SI Dr Lomeli Nuestro Próximo Gobernador,16/10/2023 00:00,neutral
"¡¡VIVA JALISCO, ¡¡ VIVA la 4T CON EL Dr. Carlos Lomelí Bolaños !!",16/10/2023 00:00,approval
🇲🇽👏🏻👏🏻❣️,16/10/2023 00:00,neutral
Toda nuestra fe y confianza esta con Usted Dr. Carlos Lomelí Bolaños fuerte abrazo el 5to Distrito presente,16/10/2023 00:00,caring
"Todo el apoyo Dr. Carlos Lomelí desde Tonalá, usted es el bueno para Jalisco, saludos",16/10/2023 00:00,admiration
Todo el apoyo con el Dr. Carlos Lomelí,16/10/2023 00:00,caring
Usted tiene la confianza de mi familia y de los ocotlences con el doctor Lomeli gobernador juntos por Jalisco y el profe julio en Ocotlán Jalisco,16/10/2023 00:00,neutral
La transformación de Jalisco no sería posible sin el trabajo diario! Solo usted representa la constancia y la mucha diaria de miles de Obradoristas y Morenistas de Jalisco! Ni un paso atrás Dr. Carlos Lomelí Bolaños 💪🏽😎🇱🇻,16/10/2023 00:00,neutral
"Buenas días Dr. Carlos Lomelí
Muy bien los dichos no los dice cualquier persona. Pero no todos los cumplen
Como dice umo El prometer no empibrece cumplir es lo que encarece Verdad MC
Jalisco lo Necesita Dr. Carlos Lomelí
SÍ PUEDE!!!!!!!",16/10/2023 00:00,gratitude
Usted tiene la confianza de los Tlajomulqueses Dr Carlos Lomelí estamos con usted...!!!!,16/10/2023 00:00,caring
Toda mi confianza para usted Doctor Lomeli nuestro próximo gobernador,16/10/2023 00:00,approval
Estamos con usted,16/10/2023 00:00,caring
Mi confianza está con usted Dr. Carlos Lomelí Bolaños vamos por Jalisco ❤️💯,16/10/2023 00:00,approval
