"css-901oao","css-4rbku5 href","css-9pa8cd src","css-4rbku5 href 2","css-901oao 2","css-901oao 3","css-901oao 4","css-4rbku5 href 4","css-4rbku5","css-901oao 5","css-4rbku5 href 5","css-9pa8cd src 2","css-901oao 6","css-901oao 7","css-901oao 8","css-901oao 9","css-4rbku5 href 7","css-901oao 10","css-4rbku5 2","css-4rbku5 href 8","css-901oao 11","r-1p0dtai src","css-4rbku5 5","css-4rbku5 href 10","css-4rbku5 href 11","css-9pa8cd src 3","css-9pa8cd src 4"
"a la Dra.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1699241105605149113","5 sept.","Durante la Primera Sesión Ordinaria del Primer Periodo del Tercer Año de Ejercicio de la LXV Legislatura, ratificamos ante el","https://twitter.com/sasildeleon/status/1699241105605149113/photo/1","https://pbs.twimg.com/media/F5TqxucWEAAlN04?format=jpg&name=small","","3","15","","https://twitter.com/sasildeleon/status/1699241105605149113/analytics","595","","","Mostrar más","","@senadomexicano","https://twitter.com/senadomexicano","","",""
"de","https://twitter.com/CanalCongreso","https://pbs.twimg.com/profile_images/1628433193773801473/kwv4lve9_normal.jpg","https://twitter.com/CanalCongreso","Canal del Congreso","@CanalCongreso","·","https://twitter.com/CanalCongreso/status/1699129673567850587","5 sept.","""Vivimos en tiempos de profundos procesos transformadores, por eso requerimos de mujeres y hombres con altura de miras, mi mayor admiración y el mejor de los éxitos"" Senadora","https://twitter.com/gpplural","https://pbs.twimg.com/card_img/1704203986025230336/ETgjk5S2?format=jpg&name=240x240","youtube.com","1","2","3","https://twitter.com/CanalCongreso/status/1699129673567850587/analytics","416","","","Sesión Ordinaria del Senado 05/09/23","","@sasildeleon","https://twitter.com/sasildeleon","","",""
"celebramos la ratificación de la Dra.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1698898747659374644","4 sept.","En el","https://twitter.com/sasildeleon/status/1698898747659374644/photo/1","https://pbs.twimg.com/media/F5OzZ2fWEAAieEH?format=jpg&name=360x360","","2","6","","https://twitter.com/sasildeleon/status/1698898747659374644/analytics","293","","","","","@senadomexicano","https://twitter.com/senadomexicano","https://twitter.com/sasildeleon/status/1698898747659374644/photo/2","https://pbs.twimg.com/media/F5OzZ2nWgAAtXvR?format=jpg&name=360x360","https://pbs.twimg.com/media/F5OzZ2gXcAAk2c-?format=jpg&name=360x360"
", como titular de","https://twitter.com/senadomexicano","https://pbs.twimg.com/profile_images/1433136792241250304/PYD5kScB_normal.jpg","https://twitter.com/senadomexicano","Senado de México","@senadomexicano","·","https://twitter.com/senadomexicano/status/1698886462165401699","4 sept.","La Comisión de Relaciones Exteriores, avaló la ratificación de","","https://pbs.twimg.com/media/F5RxyTpa8AA25Ay.jpg","","1","14","36","https://twitter.com/senadomexicano/status/1698886462165401699/analytics","4.465","","","","blob:https://twitter.com/47391fa9-b19f-4077-b966-62dd7ef29a58","@aliciabarcena","https://twitter.com/aliciabarcena","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1699467820541600250","6 sept.","Soy orgullosamente Chiapaneca. 
¡El estado más mexicano y que lo tiene todo!","","","0:02 / 0:16","2","6","31","https://twitter.com/sasildeleon/status/1699467820541600250/analytics","910","#LaGrandezaDeChiapas","https://twitter.com/hashtag/LaGrandezaDeChiapas?src=hashtag_click","0:13","blob:https://twitter.com/52fb8238-ad6d-4b44-ad64-6eceb830f12b","","","","",""
"","https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1690863715841687552","13 ago.","Es tiempo de mujeres, es tiempo de la transformación.","https://twitter.com/Claudiashein/status/1690863715841687552/photo/1","https://pbs.twimg.com/media/F3cnlaqXcAE6ajo?format=jpg&name=small","","520","1.013","3.409","https://twitter.com/Claudiashein/status/1690863715841687552/analytics","94,5 mil","","","","","","","","",""
"","https://twitter.com/CuartoPoderMX","https://pbs.twimg.com/profile_images/607687785122656256/Pf9KPGzu_normal.jpg","https://twitter.com/CuartoPoderMX","Cuarto Poder","@CuartoPoderMX","·","https://twitter.com/CuartoPoderMX/status/1690784113131986944","13 ago.","","https://t.co/SMWxlyEJYK","https://pbs.twimg.com/card_img/1706444918267191296/2KNaXk6n?format=jpg&name=240x240","cuartopoder.mx","1","3","","https://twitter.com/CuartoPoderMX/status/1690784113131986944/analytics","256","","","Sasil y Sheinbaum recorrieron los Altos y la Frailesca","","","","","",""
"ha traído esperanza para las y los villacorseños. Seguimos construyendo bienestar con unidad y compromiso. ¡Gracias Villa Corzo!","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1690783257682436096","13 ago.","La visita de la Dra.","https://twitter.com/sasildeleon/status/1690783257682436096/photo/1","https://pbs.twimg.com/media/F3beaOFWwAAv5Nd?format=jpg&name=360x360","","2","3","13","https://twitter.com/sasildeleon/status/1690783257682436096/analytics","516","","","","","@Claudiashein","https://twitter.com/Claudiashein","https://twitter.com/sasildeleon/status/1690783257682436096/photo/2","https://pbs.twimg.com/media/F3beaOFXoAAjgIZ?format=jpg&name=360x360","https://pbs.twimg.com/media/F3beaOGXYAAifnt?format=jpg&name=360x360"
"","https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1690429582460030976","12 ago.","Subimos al Cerrito de San Cristóbal de las Casas con Miguel Flatow, un chiapaneco que triunfó en Cannes con su ópera prima “Va por Diego” en la categoría “Mejor filme realizado con celular”.  La cultura es un derecho.","","https://pbs.twimg.com/amplify_video_thumb/1690429325814747137/img/nJ3UphlJwfUcGlxD.jpg","","231","817","2.392","https://twitter.com/Claudiashein/status/1690429582460030976/analytics","47,2 mil","","","","blob:https://twitter.com/c736dc07-858f-4600-b1e7-a31ff122ded2","","","","",""
"","https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1690480136125124608","12 ago.","Con sus manos sabias, las mujeres indigenas tejen sueños y esperanzas. 
Con cada puntada o movimiento de telar, nuestra identidad se enlaza.
Mujeres guardianas del legado, con sus textiles, mantienen vivo el corazón de Chiapas y de México.","https://twitter.com/Claudiashein/status/1690480136125124608/photo/1","https://pbs.twimg.com/media/F3XJOXQXYAAYX9h?format=jpg&name=small","·","407","863","2.466","https://twitter.com/Claudiashein/status/1690480136125124608/analytics","55,5 mil","","","","","","","https://twitter.com/Claudiashein/status/1690480136125124608/photo/2","https://pbs.twimg.com/media/F3XKuNEXIAA4CK5?format=jpg&name=360x360","https://pbs.twimg.com/media/F3XJOXSW8AE48vA?format=jpg&name=360x360"
"!","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1690578854832640000","12 ago.","¡Bienvenida siempre, Chiapas es su casa, Doctora","","https://pbs.twimg.com/ext_tw_video_thumb/1690566070111698944/pu/img/XB-AP8nD_Sfszh85.jpg","Cita","4","13","","https://twitter.com/sasildeleon/status/1690578854832640000/analytics","502","","","Dra. Claudia Sheinbaum","blob:https://twitter.com/782eab71-0320-4b41-b9f1-033cd4227706","@Claudiashein","https://twitter.com/Claudiashein","","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_mini.jpg",""
"","https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1690537149823680512","12 ago.","En Villacorzo, en la región de La Fraylesca en Chiapas el cariño y amor por nuestro movimiento es de corazón puro. No vamos a defraudar nunca.","https://twitter.com/Claudiashein/status/1690537149823680512/photo/1","https://pbs.twimg.com/media/F3X-krAW4AAiOB3?format=jpg&name=small","","133","645","1.757","https://twitter.com/Claudiashein/status/1690537149823680512/analytics","37,3 mil","","","","","","","https://twitter.com/Claudiashein/status/1690537149823680512/photo/2","https://pbs.twimg.com/media/F3X-krCWoAAPGgL?format=jpg&name=360x360","https://pbs.twimg.com/media/F3X-krAXsAEXn-i?format=jpg&name=360x360"
"es una gran fiesta democrática para el pueblo de Chiapas.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1690505975780855809","12 ago.","En San Cristóbal la transformación avanza con alegría y pasión, la llegada de la Dra.","https://twitter.com/sasildeleon/status/1690505975780855809/photo/1","https://pbs.twimg.com/media/F3Xh_PAWUAA8YXD?format=jpg&name=360x360","·","1","1","5","https://twitter.com/sasildeleon/status/1690505975780855809/analytics","288","","","","","@Claudiashein","https://twitter.com/Claudiashein","https://twitter.com/sasildeleon/status/1690505975780855809/photo/2","https://pbs.twimg.com/media/F3Xh_MCX0AAq205?format=jpg&name=360x360","https://pbs.twimg.com/media/F3Xh_ReW8AA3FHo?format=jpg&name=360x360"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1690489966210457600","12 ago.","Es un honor tenerla en nuestro bello estado, el corazón de Chiapas está con usted, querida Doctora.","https://twitter.com/Claudiashein/status/1690485775417196544/photo/1","https://pbs.twimg.com/media/F3XP2QkW8AAeAWW?format=jpg&name=small","Cita","3","6","","https://twitter.com/sasildeleon/status/1690489966210457600/analytics","389","","https://twitter.com/Claudiashein/status/1690485775417196544/photo/3","Dra. Claudia Sheinbaum","","","","","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_mini.jpg","https://pbs.twimg.com/media/F3XP2b9WMAAvcYP?format=jpg&name=360x360"
"Infinitum","https://twitter.com/infinitum","https://pbs.twimg.com/profile_images/1616578864137773060/Mvtoaax__normal.jpg","https://twitter.com/infinitum","@infinitum","En","3","https://twitter.com/infinitum/status/1697764500890325212/analytics","@Infinitum","1","https://twitter.com/infinitum","https://pbs.twimg.com/media/F2sbrT3WQAArQ2J?format=jpg&name=120x120","31","152,8 mil","Promocionado","aceleramos nuestros Paquetes ¡Ahora con 60 Megas de Fibra Óptica","https://ad.doubleclick.net/ddm/trackclk/N389401.130910TWITTER/B30292534.372826754;dc_trk_aid=563839692;dc_trk_cid=196235432;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;ltd=;dc_tdv=1?twclid=23xoa5woxm5vx4vbw0ax839q6s","+ NETFLIX y Claro video","","","todo al mejor precio, por solo $479 al mes!
Oferta única, no esperes más ¡Aprovecha hoy mismo!","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1690368564354580481","12 ago.","¡Bienvenida a Chiapas, querida Dra. Claudia Sheinbaum!","https://twitter.com/sasildeleon/status/1690368564354580481/photo/1","https://pbs.twimg.com/media/F3VlOOUXUAALNxi?format=jpg&name=small","Dra. Claudia Sheinbaum","6","14","43","https://twitter.com/sasildeleon/status/1690368564354580481/analytics","2.618","","","","","","","","",""
"¡Nos vemos en San Cristóbal y Villa Corzo!","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1690200835290968064","11 ago.","¡Ya es viernes! Tuvimos una semana bastante movida y es porque estamos preparando todo para la visita de la Dra. Claudia Sheinbaum el día de mañana.","https://twitter.com/sasildeleon/status/1690200835290968064/photo/1","https://pbs.twimg.com/media/F3TMsvaW4AAfubh?format=jpg&name=360x360","","3","5","21","https://twitter.com/sasildeleon/status/1690200835290968064/analytics","628","","","","","","","https://twitter.com/sasildeleon/status/1690200835290968064/photo/2","https://pbs.twimg.com/media/F3TMsvZWsAAx4Vc?format=jpg&name=360x360","https://pbs.twimg.com/media/F3TMsvZXIAAcjjH?format=jpg&name=360x360"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1690049426201419782","11 ago.","Estamos en vivo con César Cancino en entrevista para CCKMóvil. ¡Conéctense!","","","·","2","","","https://twitter.com/sasildeleon/status/1690049426201419782/analytics","122","","","https://","","","","","",""
"a nuestro bello estado de Chiapas este sábado. ¡No falten!","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1689848727899402241","10 ago.","Estamos muy contentas y contentos por la llegada de la Dra.","","https://pbs.twimg.com/amplify_video_thumb/1689848559640707072/img/vy_2CsHP2YS8rgcX.jpg","","2","4","21","https://twitter.com/sasildeleon/status/1689848727899402241/analytics","667","","","","blob:https://twitter.com/4764e586-527c-4708-bfa9-9ff2c5981712","@Claudiashein","https://twitter.com/Claudiashein","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1689825276895670272","10 ago.","¡Estamos de estreno con Pako Andrade en Noticias Canal 33, su primer programa de muchos y de grandes éxitos!","","https://pbs.twimg.com/card_img/1705298494984949760/IQLvTADp?format=jpg&name=240x240","facebook.com","1","2","","https://twitter.com/sasildeleon/status/1689825276895670272/analytics","122","","","NOTICIAS CANAL 33 | #NOTICIAS CANAL 33 Con Paco Andrade EN...","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1689655486667436033","10 ago.","Uno de los grandes tesoros de nuestro hermoso estado de Chiapas, es su población pluricultural sustentada originalmente en sus pueblos Indígenas a lo largo y ancho del territorio.","","https://pbs.twimg.com/ext_tw_video_thumb/1689455584549228544/pu/img/Kf7pSQt1qXWB4B_I.jpg","Cita","1","5","","https://twitter.com/sasildeleon/status/1689655486667436033/analytics","265","","","Dra. Claudia Sheinbaum","blob:https://twitter.com/94abd80f-18fb-460f-b402-fb0d5a9ae1cf","","","","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_mini.jpg",""
"y el presidente de nuestro partido","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1689426680304058369","9 ago.","Dos grandes en la historia de la transformación en México, la Dra.","https://twitter.com/Claudiashein/status/1689384811234721792/photo/1","https://pbs.twimg.com/media/F3HmiALXkAAcuVv?format=jpg&name=small","Cita","1","2","6","https://twitter.com/sasildeleon/status/1689426680304058369/analytics","502","","","Dra. Claudia Sheinbaum","","@Claudiashein","https://twitter.com/Claudiashein","","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_mini.jpg",""
